INSTNM,INEXPFTE,ADM_RATE_ALL,MD_EARN_WNE_4YR,MEDIAN_HH_INC,FAMINC,MD_FAMINC,STUFACR,UGDS_MEN,UGDS_WOMEN
CEM College-Bayamon,846.0,,18110.0,22631.74,7753.1671503,0,15.0,0.2778,0.7222
Bryant & Stratton College-Wauwatosa,7727.0,,34741.0,48773.91,21836.645641,15184,17.0,0.2182,0.7818
The Art Institute of Austin,3471.0,,33255.0,66013.77,35449.893929,22534.5,20.0,0.5748,0.4252
Remington College-Houston Southeast Campus,5715.0,,27577.0,57418.38,18536.512846,13648,12.0,0.1212,0.8788
Remington College-Shreveport Campus,3247.0,,27577.0,57418.38,18536.512846,13648,16.0,0.132,0.868
Jenny Lea Academy of Cosmetology,3244.0,,19773.0,25406.42,19263.863946,12539,9.0,0.087,0.913
Patrick Henry College,14997.0,0.82426778242677,,,,,14.0,0.5094,0.4906
The Hair Academy,2379.0,,27670.0,,52853.477612,35266,14.0,0.0,1.0
Ross Medical Education Center-New Baltimore,2215.0,,24792.0,56708.81,25511.656484,15505.5,9.0,0.1143,0.8857
Ross College-Sylvania,1497.0,,27864.0,79847.49,27520.192989,17342,37.0,0.0341,0.9659
Escuela De Troqueleria Y Herramentaje,3347.0,0.82227488151658,26561.0,18236.52,12917.645256,6228.5,9.0,0.9583,0.0417
Fortis Institute-Nashville,4455.0,,33216.0,50652.31,22184.008754,16203.5,19.0,0.1837,0.8163
ATA College-Cincinnati,5948.0,,30735.0,,22343.249153,16605.5,10.0,0.0491,0.9509
Dental Assistant Pro LLC-Columbus,6840.0,0.01424082103504,,,,,8.0,0.1333,0.8667
Dental Assistant Pro-Lebanon,6636.0,0.01424082103504,,,,,7.0,0.0,1.0
Elite Welding Academy LLC,8831.0,,50994.0,,38168.776923,25866.5,16.0,0.9726,0.0274
Galen College of Nursing-Cincinnati,3684.0,,63227.0,54499.36,43790.609991,32673.5,12.0,0.0903,0.9097
Strayer University-North Carolina,1773.0,,62507.0,66472.61,23781.134597,18178,27.0,0.1565,0.8435
Strayer University-New Jersey,1852.0,,62507.0,66472.61,23781.134597,18178,27.0,0.2123,0.7877
International Culinary Arts and Sciences Institute,26879.0,0.01424082103504,,,,,6.0,0.2813,0.7188
Ohio Media School-Columbus,1511.0,,25786.0,59457.95,24275.144431,16766,14.0,0.5884,0.4116
Ohio Medical Career College,3569.0,,55167.0,,26018.061983,18436.5,20.0,0.0465,0.9535
The King's College,15351.0,0.43818001978239,54145.0,,80842.17803,54955.5,10.0,0.369,0.631
Chamberlain University-Illinois,2638.0,0.77777777777777,83533.0,63402.27,56939.893096,46046,19.0,0.1049,0.8951
Chamberlain University-Ohio,6552.0,0.77777777777777,83533.0,63402.27,56939.893096,46046,9.0,0.1119,0.8881
Chamberlain University-Arizona,6443.0,0.77777777777777,83533.0,63402.27,56939.893096,46046,11.0,0.1694,0.8306
Bryan University,2055.0,,29051.0,44825.82,17377.042105,13311,3.0,0.2667,0.7333
The Salon Professional Academy-Appleton,11741.0,,30616.0,,45714.922078,33093,10.0,0.0,1.0
Milan Institute of Cosmetology-Vacaville,3424.0,,17651.0,51176.52,22113.642123,14391.5,15.0,0.0414,0.9586
Milan Institute of Cosmetology-Reno,3038.0,,17651.0,51176.52,22113.642123,14391.5,17.0,0.0697,0.9303
Ottawa University-Online,12242.0,0.53168376584188,49321.0,65346.8,49555.756863,37231.5,2.0,0.3281,0.6719
Paul Mitchell the School-Esani,5323.0,,17568.0,61688.49,38658.976378,21016,13.0,0.0193,0.9807
Institute of Production and Recording,5331.0,,32893.0,,57266.637306,42800,10.0,0.8525,0.1475
Paul Mitchell the School-Birmingham,3596.0,,21442.0,,28662.291139,16970.5,15.0,0.0137,0.9863
Taft University System,782.0,,,,24742.157895,16789,15.0,0.3333,0.6667
Mayfield College,5735.0,,28297.0,,13702.800965,10529,20.0,0.2879,0.7121
Academy of Esthetics and Cosmetology,891.0,,19878.0,,24578.340909,14517,25.0,0.2286,0.7714
Borner's Barber College,2887.0,,,,15923.7,12000,15.0,0.8438,0.1563
Paul Mitchell the School-Pasadena,3194.0,,23136.0,,28970.317241,17972.5,25.0,0.1636,0.8364
San Francisco Institute of Esthetics & Cosmetology Inc,5165.0,,25109.0,,40726.897527,23345,18.0,0.1268,0.8732
Laurus College,2881.0,,32985.0,,20982.482446,12958,14.0,0.5804,0.4196
Healing Hands School of Holistic Health,977.0,,18739.0,,25771.067568,14907,44.0,0.2457,0.7543
Career Development Institute Inc,2478.0,,53903.0,,24429.507042,15981.5,16.0,0.2179,0.7821
Auguste Escoffier School of Culinary Arts-Boulder,885.0,,30451.0,,36104.447154,20748,66.0,0.288,0.712
Aspen University,1750.0,,,,24920.89781,19054,9.0,0.1303,0.8697
Institute of Taoist Education and Acupuncture,6862.0,,,,,,,,
Denver College of Nursing,5166.0,,70853.0,,51659.894378,29692,16.0,0.1262,0.8738
Cambridge College of Healthcare & Technology,2933.0,,42635.0,,28777.689531,20051.5,25.0,0.1274,0.8726
Cozmo Beauty School,5202.0,,22404.0,,35951.820225,23065,5.0,0.0962,0.9038
Celebrity School of Beauty,2967.0,,15661.0,,15405.340136,10196,15.0,0.1544,0.8456
Paul Mitchell the School-Atlanta,3058.0,,17578.0,,29755.286041,16988,11.0,0.0714,0.9286
Evans Hairstyling College-Rexburg,3075.0,,12183.0,,48166.45,32071.5,8.0,0.0133,0.9867
Paul Mitchell the School-Rexburg,1332.0,,19755.0,,42012.658683,26957,20.0,0.1523,0.8477
University of Aesthetics & Cosmetology,5246.0,,25379.0,,23262.378378,22638,18.0,0.0256,0.9744
The University of Aesthetics & Cosmetology,5843.0,,24496.0,,47710.595745,27729,13.0,0.0,1.0
Tricoci University of Beauty Culture-Chicago NW,4500.0,,25175.0,,25711.634969,16010.5,15.0,0.1395,0.8605
Tricoci University of Beauty Culture-Glendale Heights,6110.0,,26272.0,,29857.471774,15564,9.0,0.0169,0.9831
Tricoci University of Beauty Culture-Peoria,4546.0,,24469.0,,34024.837321,19195,15.0,0.0079,0.9921
Tricoci University of Beauty Culture-Rockford,3353.0,,21314.0,,26056.404959,13088,17.0,0.0333,0.9667
Omega Studios' School of Applied Recording Arts & Sciences,10424.0,,20936.0,,64521.420561,36787,3.0,0.8824,0.1176
French Academy of Cosmetology,805.0,,18824.0,,31385.386667,23428,20.0,0.0328,0.9672
Healing Arts Center,1050.0,,23554.0,,27804.267974,17051,24.0,0.2,0.8
Paul Mitchell the School-Springfield,2986.0,,16951.0,,36364.319048,23030,21.0,0.108,0.892
Urshan Graduate School of Theology,7864.0,,,,,,,,
Mississippi Institute of Aesthetics Nails & Cosmetology,4926.0,,18782.0,,29639.076087,16399,15.0,0.0,1.0
College of Western Idaho,4273.0,,38428.0,,35827.526802,27219,20.0,0.4121,0.5879
Aveda Institute-Chapel Hill,3153.0,,26925.0,,40722.667598,24693,16.0,0.023,0.977
Daoist Traditions College of Chinese Medical Arts,1446.0,,,,,,,,
Total Image Beauty Academy,1842.0,,15330.0,,11472.626712,9848,25.0,0.1033,0.8967
Jersey College,6041.0,0.59386973180076,71144.0,,37827.38146,29454,24.0,0.0885,0.9115
American Institute of Medical Sciences & Education,3446.0,,43289.0,,39808.851528,28000,15.0,0.1191,0.8809
Casal Institute of Nevada,2205.0,,22289.0,,36555.791339,21353,9.0,0.0479,0.9521
Career School of NY,13023.0,,25084.0,,20896.030769,10103,12.0,0.1475,0.8525
Yeshiva of Machzikai Hadas,6953.0,0.68367346938775,18422.0,,19871.923077,17059,26.0,1.0,0.0
Aveda Institute-Columbus,4580.0,,21908.0,,37380.001517,21830,17.0,0.0196,0.9804
Paul Mitchell the School-Cincinnati,2244.0,,22859.0,,36362.07772,20586,14.0,0.0216,0.9784
Hands on Therapy,4979.0,,23525.0,,21568.251613,15146,8.0,0.027,0.973
MediaTech Institute-Dallas,2902.0,,26488.0,,30748.762105,18321,19.0,0.8351,0.1649
Aveda Arts & Sciences Institute-San Antonio,4654.0,,23529.0,,38553.31307,23403,20.0,0.0343,0.9657
Skin Science Institute,529.0,,17869.0,,42897.873333,26804.5,10.0,0.0,1.0
Pacific Northwest University of Health Sciences,22325.0,,,,,,,,
The Chicago School of Professional Psychology at Anaheim,7135.0,0.19747899159663,59244.0,,31396.256158,18495,,,
Fortis College-Dothan,2282.0,,27281.0,46163.71,15820.128086,11731.5,24.0,0.2199,0.7801
Fortis Institute-Pensacola,4272.0,,26763.0,45572.77,20302.840639,14377,18.0,0.0898,0.9102
Fortis College-Montgomery,2627.0,,26763.0,45572.77,20302.840639,14377,26.0,0.2311,0.7689
Woodland Community College,5111.0,,,,20518.888476,16734,20.0,0.3489,0.6511
Dorsey College-Roseville,7725.0,,24695.0,60108.1,15824.308166,11499,24.0,0.2418,0.7582
Fortis Institute-Birmingham,2979.0,,33216.0,50652.31,22184.008754,16203.5,22.0,0.2894,0.7106
The Chicago School of Professional Psychology at Los Angeles,10428.0,0.19747899159663,59244.0,,31396.256158,18495,5.0,0.13,0.87
Cardiac and Vascular Institute of Ultrasound,1736.0,,55467.0,,26406.509434,21551,14.0,0.2407,0.7593
Studio Academy of Beauty,3248.0,,22472.0,,26710.129853,16343,11.0,0.0256,0.9744
California Nurses Educational Institute,13636.0,,40586.0,,22718.454148,18014,20.0,0.2172,0.7828
Paul Mitchell the School-Sacramento,5928.0,,21794.0,,35383.21798,19434.5,14.0,0.1077,0.8923
Providence Christian College,7230.0,0.825,,,70913.10687,63909,10.0,0.6098,0.3902
Oxford Academy of Hair Design Inc,2027.0,,23181.0,,35404.527778,18792,11.0,0.0396,0.9604
Institute of World Politics,27085.0,,,,,,,,
Pontifical John Paul II Institute for Studies on Marriage and Family,64035.0,,,,,,,,
Medical Institute of Palm Beach,5493.0,,25768.0,,14613.653696,12293,13.0,0.1117,0.8883
Oliver Finley Academy of Cosmetology,2563.0,,19904.0,,43483.543974,27088,13.0,0.0149,0.9851
National Career College,4077.0,,28878.0,,19221.737838,13919,22.0,0.1909,0.8091
Aveda Institute-Chicago,9349.0,,25187.0,,45528.253219,25473,16.0,0.0513,0.9487
Tricoci University of Beauty Culture-Libertyville,5101.0,,22767.0,,46294.756757,25707,20.0,0.0314,0.9686
Tricoci University of Beauty Culture-Bridgeview,3551.0,,24231.0,,29952.624606,17163,21.0,0.0767,0.9233
The Temple-A Paul Mitchell Partner School,4762.0,,24276.0,,47452.636957,23125.5,13.0,0.0934,0.9066
Center for Massage,1503.0,,16418.0,,29693.967033,15666,6.0,0.2593,0.7407
The Academy of Hair Design LLC,1497.0,,12889.0,,30053.191919,16291,13.0,0.0154,0.9846
Toni & Guy Hairdressing Academy-Cranston,2210.0,,20655.0,,45436.215962,27663,20.0,0.0903,0.9097
South Texas Training Center,4846.0,,20950.0,,18434.847291,14220.5,20.0,0.1316,0.8684
Columbia College,4760.0,,22073.0,,11198.269553,3102,18.0,0.3205,0.6795
Vermont College of Fine Arts,5774.0,,,,,,,,
Advanced Welding Institute,5701.0,,45187.0,,46469.961039,32123,14.0,0.8857,0.1143
Paul Mitchell the School-Memphis,2726.0,,21692.0,32613.2,34940.70098,20998.5,23.0,0.061,0.939
Pima Medical Institute-East Valley,2880.0,,35679.0,59572.48,31765.580237,21596,12.0,0.0992,0.9008
Paul Mitchell the School-Cleveland,3536.0,,23274.0,,31213.246512,19634,22.0,0.0387,0.9613
Paul Mitchell the School-Columbus,4455.0,,22140.0,,42756.174419,23316.5,23.0,0.0438,0.9562
Empire Beauty School-Spring Lake Park,7001.0,,20437.0,49188.97,21932.617124,14091,13.0,0.0,1.0
MediaTech Institute-Houston,2556.0,,26488.0,,30748.762105,18321,10.0,0.8375,0.1625
Miller-Motte College-Raleigh,6666.0,,28122.0,52030.84,22994.267789,16310,16.0,0.1867,0.8133
Lamson Institute,2352.0,,38765.0,79769.21,26872.428653,19945,26.0,0.7115,0.2885
College of Hair Design-East Campus,2218.0,,22806.0,55443.76,40533.244541,24999,8.0,0.0088,0.9912
Fortis College-Salt Lake City,5541.0,,32136.0,49816.83,27960.399829,21456,15.0,0.3041,0.6959
Polytechnic University of Puerto Rico-Miami,3725.0,,53199.0,25912.4,23511.646524,18451,4.0,0.5217,0.4783
Polytechnic University of Puerto Rico-Orlando,7087.0,,53199.0,25912.4,23511.646524,18451,5.0,0.6875,0.3125
Ross Medical Education Center-Fort Wayne,1186.0,,25556.0,60892.43,25921.299613,16513,26.0,0.0294,0.9706
Ross Medical Education Center-Battle Creek,1178.0,,24802.0,54076.94,25603.605231,16094,23.0,0.0222,0.9778
Geisinger Commonwealth School of Medicine,28596.0,,,,,,,,
Josef's School of Hair Skin & Body-Fargo,4129.0,,24991.0,48620.23,38987.697143,27728,13.0,0.0167,0.9833
Miller-Motte College-McCann-Allentown,7190.0,,28122.0,52030.84,22994.267789,16310,17.0,0.3636,0.6364
Salon Success Academy-Fontana,4562.0,,17321.0,67816.79,22005.091549,14969.5,15.0,0.0638,0.9362
Salon Success Academy-Redlands,1901.0,,17321.0,67816.79,22005.091549,14969.5,15.0,0.0093,0.9907
Strayer University-West Virginia,2411.0,,62507.0,66472.61,23781.134597,18178,27.0,0.2556,0.7444
Paul Mitchell the School-Baton Rouge,2748.0,,20562.0,54258.85,35292.187063,18821,13.0,0.0161,0.9839
San Joaquin Valley College-Hesperia,5302.0,,33652.0,51804.36,23816.692543,15708,27.0,0.2339,0.7661
South Texas Vocational Technical Institute-Brownsville,8593.0,,22333.0,32125.19,17593.544739,13864,18.0,0.2088,0.7912
Miller-Motte College-STVT-Corpus Christi,5207.0,,28122.0,52030.84,22994.267789,16310,14.0,0.526,0.474
University of Minnesota-Rochester,5726.0,0.73447121097547,59332.0,70741.62,91158.575877,76028.5,16.0,0.2092,0.7908
Health And Style Institute,5114.0,,21332.0,,24582.115607,15146,20.0,0.0226,0.9774
CBT Technology Institute-Cutler Bay,4191.0,,33560.0,54696.99,12903.28602,8968.5,8.0,0.6154,0.3846
Capri Beauty College,8416.0,,19400.0,76962.62,59840.355263,35881,12.0,0.0172,0.9828
Milan Institute-Bakersfield,2505.0,,22028.0,53620.34,20196.087413,12561,14.0,0.088,0.912
Homestead Schools,6471.0,,43995.0,,41384.031056,27665,15.0,0.1921,0.8079
Carrington College-Las Vegas,4280.0,,31978.0,53686.19,24522.548998,16832.5,25.0,0.255,0.745
Carrington College-Reno,6875.0,,35683.0,57227.68,33371.566613,24244.5,23.0,0.1502,0.8498
Chamberlain University-Florida,5958.0,0.77777777777777,83533.0,63402.27,56939.893096,46046,10.0,0.1069,0.8931
Washington Barber College Inc,2720.0,,13247.0,,12338.025126,2597,10.0,0.4828,0.5172
InterCoast Colleges-Rancho Cordova,1238.0,,39273.0,59339.72,20455.296813,13238,15.0,0.8723,0.1277
Horizon University,3354.0,,,,,,6.0,0.6842,0.3158
Beyond 21st Century Beauty Academy,1822.0,,,,19837.615385,16488,20.0,0.043,0.957
Academy for Jewish Religion-California,16500.0,,,,,,,,
Angeles College,2662.0,,11247.0,,17736.350785,13405,25.0,0.1434,0.8566
Angeles Institute,2150.0,,45554.0,,32105.376206,21003,10.0,0.2202,0.7798
Paul Mitchell the School-Temecula,4286.0,,21503.0,,44684.194915,25291,25.0,0.116,0.884
TIGI Hairdressing Academy Guilford,5502.0,,24467.0,,61600.21875,38458.5,8.0,0.0408,0.9592
International Institute of Cosmetology,4903.0,,26084.0,,57798.81875,36962.5,13.0,0.0108,0.9892
Florida School of Traditional Midwifery,4017.0,,27910.0,,21791.2,11909,6.0,0.0,1.0
Emerald Coast Technical College,8402.0,,32019.0,,21804.987805,18374.5,16.0,0.46,0.54
Immokalee Technical College,6409.0,,31549.0,,24818.480874,22074,9.0,0.6344,0.3656
American Academy of Cosmetology,4702.0,,19212.0,,22024.635659,17261,13.0,0.2132,0.7868
University of Fort Lauderdale,2563.0,,,,20460.404255,15890,5.0,0.8824,0.1176
Aviation Institute of Maintenance-Orlando,3812.0,,46775.0,,25251.916667,20566.5,16.0,0.9345,0.0655
Summit Salon Academy,4549.0,,23044.0,,39790.137931,24573,9.0,0.0632,0.9368
Summit Salon Academy-Gainesville,3612.0,,22465.0,,22857.366197,16373.5,7.0,0.0141,0.9859
Tenaj Salon Institute,4006.0,,18625.0,,19760.357488,11723,20.0,0.0617,0.9383
Profile Institute of Barber-Styling,853.0,,14188.0,,21382.8,17104,15.0,0.7209,0.2791
Keune Academy by 124,5166.0,,25163.0,,47075.756757,26942,17.0,0.0404,0.9596
Pacific Rim Christian University,2386.0,,,,34271.691489,27346,7.0,0.4579,0.5421
Paul Mitchell the School-Twin Falls,2344.0,,,,28445.825,17409,19.0,0.0333,0.9667
Ambria College of Nursing,7252.0,,69521.0,,46469.200627,37460,7.0,0.1365,0.8635
Midwestern Career College,5581.0,,34292.0,,21513.968903,16642,26.0,0.208,0.792
Paul Mitchell the School-Normal,3639.0,,22425.0,,47333.049451,31428,19.0,0.0467,0.9533
Innovations Design Academy,2031.0,,18753.0,,21374,14083,15.0,0.0,1.0
Aveda Fredric's Institute-Indianapolis,3394.0,,26710.0,,59731.299065,44607,16.0,0.0164,0.9836
Summit Salon Academy,2247.0,,21981.0,,32411.594937,21419,13.0,0.0403,0.9597
Eric Fisher Academy,5558.0,,20490.0,,44105.075472,33619,16.0,0.0154,0.9846
My Le's Beauty College,1469.0,,16023.0,,14118.677966,12151.5,15.0,0.0935,0.9065
Blackstone Valley Vocational Regional School District,10297.0,,48652.0,,48831.860465,34026,10.0,0.1364,0.8636
Southern Worcester County Regional Vocational School District,7349.0,,55345.0,,52194.745098,42903,6.0,0.1351,0.8649
L'esprit Academy,1975.0,,19802.0,,31169.991111,18016,14.0,0.015,0.985
Marketti Academy of Cosmetology,2107.0,,24553.0,,32903.42,16646,27.0,0.0122,0.9878
Avalon School of Cosmetology,1917.0,,25404.0,,21673,13905,10.0,0.1111,0.8889
American Business and Technology University,2811.0,,34106.0,,20558.583673,16941,8.0,0.3659,0.6341
City Vision University,1091.0,,,,14723.480519,6591,7.0,0.4206,0.5794
Bitterroot School of Cosmetology,5114.0,,19042.0,,24784.615385,11792,5.0,0.0,1.0
Montana Academy of Salons,3691.0,,23459.0,,35302.656863,18964,13.0,0.0674,0.9326
National Career Institute,8197.0,,20189.0,,8221.0569948,0,12.0,0.648,0.352
Paul Mitchell the School-Albuquerque,2682.0,,22776.0,,24957.330357,19723.5,20.0,0.0765,0.9235
International Academy of Style,4915.0,,25114.0,,35030.409449,24207,4.0,0.0,1.0
EDP School,5823.0,,36081.0,,15007.825397,12397.5,17.0,0.0256,0.9744
New York Medical Career Training Center,6313.0,,33913.0,,23339.994805,18467,12.0,0.1122,0.8878
Institute of Culinary Education,17985.0,,31201.0,,49288.110429,27450,8.0,0.4026,0.5974
The Salon Professional Academy-Tonawanda,4410.0,,24664.0,,35215.048889,22197,11.0,0.0606,0.9394
Paul Mitchell the School-NYC,4298.0,,22239.0,,40646.065789,18220.5,15.0,0.0851,0.9149
Four County Career Center,18999.0,,,,23974.5,22568.5,5.0,0.6667,0.3333
Summit Salon Academy-Perrysburg,1775.0,,19294.0,,58622.253521,37025,12.0,0.0,1.0
Portland Actors Conservatory,16634.0,0.0,,,19621.363636,9971.5,2.0,0.5833,0.4167
Somerset County Technology Center,21934.0,,36473.0,,35656.125,26058.5,4.0,0.1613,0.8387
Metro Beauty Academy,4096.0,,22774.0,,49408.196532,30012,13.0,0.0152,0.9848
Academy for Careers and Technology,28327.0,,,,18584.682927,18530,10.0,0.0208,0.9792
Aiken School of Cosmetology and Barbering,3771.0,,15357.0,,28902.4,15013,20.0,0.1667,0.8333
Love Beauty School Inc,5905.0,,14175.0,,23825.507246,15115,15.0,0.06,0.94
Houston International College Cardiotech Ultrasound School,7081.0,0.78260869565217,40729.0,,31417.258621,24708,10.0,0.1412,0.8588
DuVall's School of Cosmetology,3444.0,,21703.0,,39677.774648,17874,14.0,0.0,1.0
Texas Beauty College,3000.0,,17295.0,,15737.785714,15993,40.0,0.1045,0.8955
Avenue Five Institute,2244.0,,28386.0,,30048.747851,20297,16.0,0.0275,0.9725
The Salon Professional Academy-Lewisville,1719.0,,28068.0,,49193.648649,24819,11.0,0.0167,0.9833
Renaissance Academie,664.0,,15756.0,,45380.532609,28456.5,12.0,0.0101,0.9899
Ascent College,2345.0,,,,38342.8,34340,6.0,0.4754,0.5246
Institute of Advanced Medical Esthetics,3450.0,,,,38526.575758,21831,9.0,0.0,1.0
Aveda Arts & Sciences Institute Seattle,7928.0,,30952.0,,47345.613546,30382,15.0,0.0614,0.9386
Northwest School of Wooden Boat Building,18292.0,,44971.0,,33104.591837,19747,9.0,0.7308,0.2692
The Salon Professional Academy-Onalaska,8588.0,,25396.0,,38190.319149,25783.5,8.0,0.0735,0.9265
West Coast University-Orange County,7645.0,,97300.0,63221.34,45983.974807,29657,20.0,0.2181,0.7819
West Coast University-Ontario,10229.0,,97300.0,63221.34,45983.974807,29657,18.0,0.21,0.79
Paul Mitchell the School-Chicago,4345.0,,22720.0,46729.95,43188.458844,23471,14.0,0.0341,0.9659
Miller-Motte College-Fayetteville,5617.0,,28122.0,52030.84,22994.267789,16310,21.0,0.3436,0.6564
European Massage Therapy School-Las Vegas,5854.0,,23223.0,72736.43,23357.957143,17138,12.0,0.241,0.759
Miller-Motte College-Columbus,3147.0,,28122.0,52030.84,22994.267789,16310,21.0,0.1522,0.8478
The Art Institute of Virginia Beach,2724.0,,31456.0,72782.11,31804.231073,20246,13.0,0.4359,0.5641
Fortis College-Indianapolis,3625.0,,35240.0,59884.06,23394.369036,16751.5,22.0,0.1851,0.8149
Empire Beauty School-E Memphis,10115.0,,20018.0,63712.8,19866.442734,10876,17.0,0.0195,0.9805
Empire Beauty School-Nashville,9381.0,,20963.0,53670.83,24748.90189,15061,16.0,0.0645,0.9355
Empire Beauty School-Jackson,8679.0,,18818.0,55141.05,20806.962077,13279.5,18.0,0.0339,0.9661
Empire Beauty School-Springfield,7983.0,,20446.0,59293.36,21986.05903,14099,20.0,0.0352,0.9648
Empire Beauty School-Speedway,7553.0,,21091.0,79243.14,21764.312442,13614,21.0,0.0288,0.9712
Empire Beauty School-Morrow,5227.0,,18818.0,55141.05,20806.962077,13279.5,25.0,0.0353,0.9647
Strayer University-Arkansas,1786.0,,62507.0,66472.61,23781.134597,18178,27.0,0.1803,0.8197
Strayer University-Georgia,1709.0,,62507.0,66472.61,23781.134597,18178,27.0,0.2057,0.7943
Strayer University-Mississippi,1511.0,,62507.0,66472.61,23781.134597,18178,27.0,0.1502,0.8498
Strayer University-South Carolina,1834.0,,62507.0,66472.61,23781.134597,18178,27.0,0.179,0.821
